gbifID,license,rightsHolder,institutionCode,collectionCode,basisOfRecord,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,establishmentMeans,occurrenceStatus,eventDate,year,month,day,countryCode,stateProvince,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,typeStatus,identifiedBy,dateIdentified,scientificName,kingdom,phylum,class,order,family,genus,infraspecificEpithet,taxonRank,datasetKey,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,issue,mediaType,taxonKey,speciesKey,species,verbatimScientificName
144808192,CC_BY_4_0,,EBDA,CEMeC,PRESERVED_SPECIMEN,"{'vessel': 'hecla', 'distance': 0.0, 'voyagerInferrences': 'route_proximity'}",,13239,,,,,,1821-05-30T00:00:00,1821.0,5.0,30.0,BR,Bloqueado,,0.0,0.0,,,,,,"Melipona scutellaris Latreille, 1811",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,,SPECIES,86afafd2-f762-11e1-a439-00145eb45e9a,2020-02-11T14:34:15.970Z,,,,,COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84;ZERO_COORDINATE;nan,,1340060.0,1340060.0,Melipona scutellaris,Melipona scutellaris
