gbifID,license,rightsHolder,institutionCode,collectionCode,basisOfRecord,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,establishmentMeans,occurrenceStatus,eventDate,year,month,day,countryCode,stateProvince,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,typeStatus,identifiedBy,dateIdentified,scientificName,kingdom,phylum,class,order,family,genus,infraspecificEpithet,taxonRank,datasetKey,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,issue,mediaType,taxonKey,speciesKey,species,verbatimScientificName
1291364929,CC0_1_0,,NHMUK,ZOO,PRESERVED_SPECIMEN,"{'vessel': 'isabella', 'distance': 22.66581148851144, 'voyagerInferrences': 'route_proximity'}",a28ec8a6-79c1-4e9b-97c6-e286c504cce4,1884.7.21.3,,"Sabine, E (and presented by his executors)",1.0,,,1818-07-25T00:00:00,1818.0,7.0,25.0,GL,,"near Disco Bay, 75%29` N., 60%09` W.",75.4833,-60.15,,,HOLOTYPE,,,"Larus sabini Sabine, 1819",Animalia,Chordata,Aves,Charadriiformes,Laridae,Xema,,SPECIES,7e380070-f762-11e1-a439-00145eb45e9a,2020-06-24T04:37:39.742Z,,,,,GEODETIC_DATUM_ASSUMED_WGS84;nan,StillImage,2481164.0,2481221.0,Xema sabini,"Larus sabini Sabine, 1819"
